source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18723;N°18723;;Négoce mobilier et décoration;Négoce / distribution B2B;4753Z - Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé;Pays de la Loire;450000;;;190000;Réorientation professionnelle;;;Entreprise spécialisée dans le commerce du mobilier et de la décoration de la maison recherche un repreneur pour renforcer sa présence dans la ville moyenne ou elle bénéficie d'une bonne visibilité géographique. Dotée d'une surface de vente de 500 M2 et de 450M2 de stockage , d'un parking de 40 places avec 2 entrées -sorties , l'entreprise dispose d'un environnement idéal pour l'accueil des client
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18722;N°18722;;Commerce et création-fabrication bijoux;Industrie / production / fabrication;;Grand Est;568355;;;250000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18721;N°18721;;Petite entreprise de métallurgie;Autres / non classé;;Bretagne;292263;;;100000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18720;N°18720;;Négoce d'aliments et friandises pour chiens et chats;Négoce / distribution B2B;4621Z - Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail;Île-de-France;1800000;;;1800000;Retraite;;;Cette société de négoce pur, distribue des aliments et friandises pour chiens et chats dans des circuits tels que la grande distribution, les animaleries, vétérinaires, salons de toilettage. Une opportunité rare sur un secteur porteur. Forte rentabilité . Implantée depuis plus de 30 ans sur son marché, sans aucune dette financière, elle dispose d'une trésorerie structurellement excédentaire. CA en
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18719;N°18719;;Mobilier de bureau haut de gamme, Alsace, grand Est.;Énergie / environnement / déchets / recyclage;;Grand Est;900000;;;375000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18717;N°18717;;Menuiserie métallique et serrurerie;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;670000;;;400000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18716;N°18716;;Entreprise de chaudronnerie - manutention et maintenance industrielle;Industrie / production / fabrication;;Auvergne-Rhône-Alpes;1500000;;;1150000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18714;N°18714;;TOTEM, agence digitale et médias depuis 1989;Services informatiques / ESN / éditeur de logiciel;"7022Z - Activités des sièges sociaux ; conseil de gestion";Auvergne-Rhône-Alpes;750;;;850;Autres activités en parallèle;;;Agence de communication digital Créé en 1989 Hervé Bigal a créé cette agence et l'a développée. Deux axes solides Les relations média/influence et le digital. 1 relation presse & influence: conception et déploiement de stratégies de notoriété. 2 digital & SEO accompagnement dans la transformation numérique des marques communication de crise: anticipation, gestion et résolution des situations de se
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18713;N°18713;;Traitement de surface des métaux, grenaillage Polyzinc, peinture poudre Epoxy;Bâtiment / travaux publics / second œuvre;;Île-de-France;2030000;;;2100000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18711;N°18711;;Réseau d’instituts de beauté et centre de formation en épilation;Formation professionnelle / organisme de formation;4775Z - Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé;Île-de-France;2329000;;;1400000;Retraite;;;Les salons de beauté Pyrene, réseau de 8 instituts de beauté (3 en propre et 5 en affiliation), commercialisent l’ensemble des soins des salons de beauté avec une forte spécialisation pour l’épilation définitive selon 2 méthodes : l’électro-épilation et la photo-épilation dont Pyrene a été le pionnier en France. Le centre de formation, créé en 2020, est dédié à l’apprentissage des 2 méthodes d’épi
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18710;N°18710;;Franchise rentable de services à la personne d’une enseigne leader;Services informatiques / ESN / éditeur de logiciel;8810A - Action sociale sans hébergement;Île-de-France;1500000;;;1300000;Retraite;;;Il s'agit de l'une des plus anciennes, plus importantes et plus rentables franchises d'une marque leader en France d'aide à domicile aux personnes dépendantes (partenaire du CRA) avec une exclusivité sur 3 zones très peuplées de Paris avec un fort pouvoir d'achat. Elle est d'autant moins concurrencée qu'elle bénéficie d'une barrière à l'entrée provenant de l'absence de nouvelles accréditations dir
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18709;N°18709;;Fabrication et pose de canalisation hydraulique;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;1850000;;;1200000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18707;N°18707;;Usinage industriel;Industrie / production / fabrication;;Île-de-France;730000;;;300000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18706;N°18706;;Sous traitant de pièces détachées de coutellerie;Autres / non classé;;Auvergne-Rhône-Alpes;1287182;;;550000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18705;N°18705;;Carrosserie automobile Bourgogne du Sud;Automobile / 2 roues / nautisme;;Bourgogne-Franche-Comté;750000;;;295000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18704;N°18704;;Société de services à la personne;Services informatiques / ESN / éditeur de logiciel;8810A - Action sociale sans hébergement;;1340000;;;1300000;Retraite;;;Société de services à la personne implantée depuis 20 ans sur son territoire, bénéficiant d’une solide réputation locale et évoluant sur un marché structurellement porteur lié au vieillissement de la population. L’entreprise dispose d’un agrément couvrant la Loire (42) et d’une organisation pleinement conforme aux exigences réglementaires du secteur.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18703;N°18703;;Protection contre les inondations et rétention des eaux d'incendies;Autres / non classé;;Pays de la Loire;1357460;;;500000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18702;N°18702;;Agence de communication;Communication / marketing / édition / imprimerie / PLV;1812Z - Imprimerie et reproduction d'enregistrements;Bretagne;935000;;;18702;Retraite;;;Agence de communication - Bretagne Agence de communication multi-activités : elle conçoit un concept visuel pour chaque Client et fabrique les Produits qu’elle leur propose. Print Petit Format, Print Grand Format, Fabricant d’Enseignes et de Supports d’affichage extérieur, Décoration intérieure ou extérieure. L’Agence est autonome sur ses créations et ses fabrications, ceci permettant une réactivi
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18701;N°18701;;Belle entreprise paysagiste spécialisée dans l'aménagement des allées;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;1600000;;;1500000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18700;N°18700;;Boisson pétillante haut de gamme, sans alcool;Industrie / production / fabrication;;Île-de-France;247176;;;730000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18698;N°18698;;Vente et installation ouvrants et vérandas;Négoce / distribution B2B;4752A - Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2);Centre-Val de Loire;1500000;;;300000;Retraite;;;Située en région centre, SARL indépendante concessionnaire de l’un des 3 plus grands réseaux leaders Français de la menuiserie et vérandas. Implanté depuis plus de 30 ans dans le marché de la rénovation destinée aux particuliers. Elle se compose de deux points de ventes avec show-room à jour des dernières innovations produits. Cette entreprise est animée par des équipes stables et performantes. Sa
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18697;N°18697;;Nettoyage intervenant en support des chantiers de rénovation en IdF;Propreté / nettoyage / multiservices;8121Z - Nettoyage courant des bâtiments;Île-de-France;1078000;;;550000;Raison Familiale/Personnelle;;;Cession de 100 % des titres d'une société de nettoyage de bureaux en forte croissance, qui intervient également en tant que prestataire sur des chantiers « à taille humaine » de rénovation de bureaux en Région Parisienne. Affaire transmise par un intermédiaire
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18696;N°18696;;Cède entreprise prestataire de service pour la vigne située en Cote d'Or;Autres / non classé;;Bourgogne-Franche-Comté;1490000;;;1200000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18695;N°18695;;Vente de logiciels BtoB gestion d’infrastructures IT / cybersécurité;Services informatiques / ESN / éditeur de logiciel;6209Z - Programmation, conseil et autres activités informatiques;Île-de-France;699443;;;500000;Retraite;;;Distribution de Logiciels informatiques spécialisés de Gestion et de renforcement de la sécurité de l’infrastructure IT, des données et des réseaux d’entreprises. Vente des services associés : maintenance/support technique et prestations de services
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18692;N°18692;;Garage automobile (carrosserie et mécanique) en Auvergne;Automobile / 2 roues / nautisme;;Auvergne-Rhône-Alpes;950000;;;650000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18691;N°18691;;Groupe de magasins spécialisés création et distribution textile;Négoce / distribution B2B;1399Z - Fabrication de textiles;Bretagne;3000000;;;3500000;Changement de vie;;;Groupe structuré opérant sur un marché de niche à forte identité, bénéficiant d’une clientèle fidèle et d’un important flux touristique. L’entreprise développe et commercialise ses propres collections à travers un réseau de points de vente idéalement implantés dans des zones à forte fréquentation. Son modèle repose sur une combinaison performante entre création, approvisionnement maîtrisé et distr
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18689;N°18689;;Distribution de matériel médical;Négoce / distribution B2B;4774Z - Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé;Île-de-France;1500000;;;1400000;Autres activités en parallèle;;;Société de distribution de dispositifs médicaux (lits médicalisés, fauteuils roulants, consommables) auprès d'une clientèle de particuliers et professionnels de santé - à la location et à la vente - agrément sécurité sociale.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18686;N°18686;;Vente de produits sur le web;Services informatiques / ESN / éditeur de logiciel;4791B - Vente à distance sur catalogue spécialisé;Bretagne;300000;;;180000;Changement de vie;;;Projet de vente du fonds de commerce. le prix indiqué comprend l'évaluation du Stock estimé à 70 000€ Entreprise de vente en ligne de produits textiles en lien avec le monde maritime. Activité en B to C à 95%. L'activité du site internet est actuellement est actuellement en référencement naturel seul. ce qui permet d'envisager un développement important par l'achat de mots clés et de mise en place
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18685;N°18685;;Valorisation des déchets organiques;Énergie / environnement / déchets / recyclage;;Auvergne-Rhône-Alpes;2000000;;;2000000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18684;N°18684;;Entreprise à vendre - Transporteur routier de marchandises;Transport & logistique (commissionnaire, affrètement);4941A - Transports terrestres et transport par conduites;Normandie;5000000;;;18684;Retraite;;;AFFAIRE TRANSMISE PAR UN INTERMEDIAIRE. La société est un acteur du transport routier de marchandises générales, implanté en Normandie. Elle bénéficie de plus de 25 ans d’expérience et d’une expertise reconnue dans l’organisation des flux. Elle se positionne sur des prestations fiables, réactives et adaptées aux besoins de ses clients. L’organisation des flux en aller-retour (backhaul) permet de l
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18683;N°18683;;Plateforme d’intermédiation admin. des artistes du spectacle vivant;Communication / marketing / édition / imprimerie / PLV;9004Z - Activités créatives, artistiques et de spectacle;Île-de-France;2916000;;;1200000;Raison Familiale/Personnelle;;;AFFAIRE TRANSMISE PAR UN INTERMEDIAIRE Cession de 100 % des titres d'une société qui gère pour le compte d’artistes l'intégralité des fonctions administratives, contractuelles et sociales nécessaires à l'exercice de leur activité dans un cadre juridique sécurisé
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18682;N°18682;;Entreprise de decolletage;Autres / non classé;;Auvergne-Rhône-Alpes;600000;;;460000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18681;N°18681;;Agent automobile;Automobile / 2 roues / nautisme;;Bretagne;2800000;;;1500000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18680;N°18680;;Entreprise de prestations de services et de fournitures industrielles;Négoce / distribution B2B;4669B - Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;Pays de la Loire;1400000;;;2000000;Retraite;;;Au cœur des enjeux industriels modernes, notre philosophie repose sur l'alchimie entre réactivité humaine et rigueur opérationnelle, permettant de transformer chaque défi logistique en un succès durable. La confiance que nous accordent nos clients repose sur notre capacité à sécuriser leurs flux et à pérenniser leurs outils de production les plus précieux. Notre engagement est total : faire de cha
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18679;N°18679;;Marque française d’accessoires et de prêt-à-porter;Commerce de détail / e-commerce BtoC;;Auvergne-Rhône-Alpes;2007713;;;1400000;;;;
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18676;N°18676;;Affaire spécialisée dans le secteur du bien-être;Autres / non classé;;Nouvelle-Aquitaine;640000;;;700000;;;;
