source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18632;N°18632;;Cabinet d'ingénierie fluides et environnement;Bureau d'études / ingénierie / diagnostics;"7112B - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Pays de la Loire;607000;;;490000;Création Nouvelle Implantation;;;"Cabinet d’ingénierie spécialisé en performance énergétique au service des collectivités et des bailleurs ; Récurrence clientèle ; Un an de carnet de commande"
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18625;N°18625;;Imprimerie du vignoble;Communication / marketing / édition / imprimerie / PLV;1812Z - Imprimerie et reproduction d'enregistrements;Pays de la Loire;559357;;;350000;Retraite;;;Imprimerie présente depuis plus de 70 ans au cœur du vignoble nantais. Situation financière très saine. Entreprise bénéficiant d’une grande régularité en termes d’activité, de chiffre d’affaires et de résultats. A vendre cause préparation retraite. Fort potentiel de développement.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18622;N°18622;;Opportunité de reprise – Société de nettoyage B2B en PACA;Propreté / nettoyage / multiservices;8121Z - Nettoyage courant des bâtiments;Provence-Alpes-Côte d'Azur;494868;;;220000;Autres activités en parallèle;;;Implantée en région PACA, cette entreprise de nettoyage bénéficie d’un positionnement solide sur un axe stratégique couvrant Marseille, Aix-en-Provence, Aubagne, Vitrolles. Elle développe une activité exclusivement B2B, avec une récurrence de 85%, assurant une excellente visibilité sur l’activité. Chiffre d’affaires : ~500 K€ // EBE : ~12% > Équipe : structurée, autonome et peu de turnover Atouts 
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18619;N°18619;;Nettoyage de bureaux et de copropriétés;Propreté / nettoyage / multiservices;8121Z - Nettoyage courant des bâtiments;Île-de-France;1000000;;;480000;Retraite;;;Entreprise de nettoyage à destination des immeubles en copropriété ainsi que sur le secteur de l'immobilier de bureaux. Elle propose des services classiques d'entretien général, nettoyage de sols et remise en état, auprès d' immeubles en copropriété et sur le secteur immobilier de bureaux. Son activité est essentiellement concentrée dans le département IDF . Les contrats sont généralement annuels 
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18618;N°18618;;Régie publicitaire spécialisée en espaces print, digital et TV;Services informatiques / ESN / éditeur de logiciel;7311Z - Publicité et études de marché;Auvergne-Rhône-Alpes;1430826;;;680000;Retraite;;;2 options sont possibles pour ce dossier : - Vente du Fonds de commerce, au prix de 680 000 K€. - Vente des titres de la Société, au prix de 1 600 K€. Régie publicitaire spécialisée dans la commercialisation d'espaces Print, Digital, TV et opérations spéciales, représentant des marques médias premium parmi lesquelles figurent les plus grands noms de la Presse et couvrant tous les univers. La Socié
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18612;N°18612;;Construction et rénovation de piscines avec vente produits et matériel;Négoce / distribution B2B;4312A - Travaux de terrassement courants et travaux préparatoires;Auvergne-Rhône-Alpes;805117;;;810000;Retraite;;;Cession de 100 % des titres de l'entreprise avec possibilité de cession du Fonds de commerce seulement. Depuis 40 ans, la Société construit, aménage et entretient piscines, bassins, pool-houses, tennis et leurs abords. Elle assure également la création de terrassements et maçonnerie : fabrication, négoce et location de produits et matériel liés à son activité...
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18611;N°18611;;Location matériel travaux publics professionnels et particuliers;Négoce / distribution B2B;4663Z - Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil;Nouvelle-Aquitaine;759000;;;1800000;Autres activités en parallèle;;;Entreprise Location Matériels Travaux Publics, de Bâtiments et de Manutention, de matériels de motoculture de Plaisance, de Jardins et Espaces Verts. Professionnels et Particuliers
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18604;N°18604;;fabrication et distribution de cabines photo numériques;Services informatiques / ESN / éditeur de logiciel;6209Z - Programmation, conseil et autres activités informatiques;Occitanie;1200000;;;590000;Retraite;;;Entreprise de conception, fabrication, distribution et vente de photobooth et de bornes photo en général (photo identité et de reportage). Forte d'une expérience de plus de quarante ans sur le marché de la photographie (laboratoires photo, bornes de comptoir, cabines photomaton,...) et actuellement de la photo selfie, avec un savoir faire reconnu dans le développement de logiciels dédiés à l'image
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18602;N°18602;;Distributeur de produits pour la circulation de fluides dans le BTP;Communication / marketing / édition / imprimerie / PLV;4618Z - Intermédiaires spécialisés dans le commerce d'autres produits spécifiques;Île-de-France;713000;;;460000;Retraite;;;Société de distribution qui développe depuis 1990, des solutions pour la distribution des fluides du bâtiment (sanitaire, chauffage et climatisation). Véritable référence sur les marchés du plancher chauffant rafraîchissant, de l’hydro distribution, du multicouche et des canalisations souples enterrées, elle a su s’assurer les services de partenaires industriels européens de premier rang pour offr
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18600;N°18600;;Bureau d’études mécaniques en Bourgogne du Sud;Bureau d'études / ingénierie / diagnostics;2829A - Fabrication d'équipements d'emballage, de conditionnement et de pesage;Bourgogne-Franche-Comté;750000;;;775000;Autres activités en parallèle;;;Bureau d'études en génie mécanique au service de l'industrie, 6 dessinateurs projeteurs, clientèle récurrente, située en Bourgogne du sud. Vente du fonds de commerce ou cession des titres avec valeur du fond à 800 000€ + 150 000 € trésorerie soit 950 000 € à convenir.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18599;N°18599;;Vente de matériels agricoles et d’entretien des espaces verts B2B;Négoce / distribution B2B;4661Z - Commerce de gros (commerce interentreprises) de matériel agricole;Bretagne;2152570;;;950000;Raison Familiale/Personnelle;;;Créer en 1989, SAS, l'entreprise est adhérente d'une coopérative, Ventes de matériels a des exploitations agricoles et des professionnels de l’entretien des espaces verts, à des particuliers. Les méthodes de vente de l’entreprise sont les suivantes : vente sur site et en déplacement en exploitations chez les clients, vente en libre service, vente par internet. Particuliers 15% / professionnels 85%
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18595;N°18595;;Entreprise de signalétique intérieure et extérieure;Communication / marketing / édition / imprimerie / PLV;1812Z - Imprimerie et reproduction d'enregistrements;Nouvelle-Aquitaine;597686;;;840000;Changement de vie;;;Entreprise de signalétique intérieure et extérieure, créée par son dirigeant actuel et en activité depuis plus de 20 ans. Déclinaison identités visuelles des clients sur tout type de support, avec une prestation de service complète: de l'étude technique à la pose, en passant par les maquettes et la production. Spécialisée dans le domaine de la promotion immobilière ( résidences, bureaux, parkings,
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18587;N°18587;;Fabrication de matériels d’aspiration, filtration et dépoussiérage;Négoce / distribution B2B;2511Z - Fabrication de structures métalliques et de parties de structures;Nouvelle-Aquitaine;3511145;;;1500000;Retraite;;;Entreprise métallurgique de fabrication de matériels et d'équipements de traitement de l'air industriel, aspiration, ventilation, filtration et dépoussiérage. destinés à une clientèle d'industriels. Le marché est celui des acteurs majeurs de l'aéronautique, de la défense, de l'automobile et des secteurs énergétiques. L'entreprise maitrise des équipements complexes et dispose d'une offre diversifié
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18580;N°18580;;Imprimerie offset, numérique;Services informatiques / ESN / éditeur de logiciel;1812Z - Imprimerie et reproduction d'enregistrements;Île-de-France;1800000;;;440000;Retraite;;;Cette entreprise spécialisée dans la création et dans l’impressions (offset, numérique, grand format) a su, depuis bientôt 30 ans, acquérir une notoriété régionale incontournable auprès des professionnels (Entreprises, Collectivités, Associations) comme des particuliers grace au savoir-faire et à l’expérience de ses personnels et à la technicité sans cesse renouvelée de ses équipements.
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18577;N°18577;;Agence de communication 360°;Communication / marketing / édition / imprimerie / PLV;7311Z - Publicité et études de marché;Île-de-France;830000;;;200000;Retraite;;;Agence de communication globale créée il y a plus de 30 ans et qui propose une palette de prestations, du conseil à l'impression numérique en passant par les supports web et l'évènementiel. L'entreprise réalise la plupart de son activité auprès de 2 réseaux de carrossiers automobiles présents sur tout le territoire national. Elle connait une forte croissance due à sa notoriété et sa technicité. Ma
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18570;N°18570;;Editions Philateliques;Communication / marketing / édition / imprimerie / PLV;5819Z - Édition;Île-de-France;656329;;;380000;Retraite;;;Activité principale: edition philatelique au service des collectionneurs de timbre depuis 1942 Achat, vente promotion, négoce de tous produits et matériels philatéliques, timbres-poste, objets de collection, fournitures et accessoires, enveloppe premier jour édition philatélique au service des collectionneurs de timbre depuis 1942
CRA;https://www.cra.asso.fr/opportunite-reprise.aspx?num=18557;N°18557;;Société du BTP et de Transport Morbihan;Transport & logistique (commissionnaire, affrètement);4399D - Autres travaux spécialisés de construction;Bretagne;2200976;;;2500000;Changement de vie;;;Cession de l'intégralité du capital d'une société insulaire du Morbihan. Cette société implantée depuis plus de 45 ans exerce plusieurs activités dans les secteurs du batiment,des travaux publics,du transport et de la location d'engins. Elle jouit d'une trés bonne réputation auprés de sa clientèle de particuliers ,d'entreprises et de communes . Sa rentabilité et sa structure financière sont trés i
